Attention: While Conda works well in a desktop environment, it tends to create more problems than it solves on a cluster. Instead, we recommend that users use virtual environments and the binary packages that we provide through Python wheels as documented on the Python page.

Due to MODULEPATH changes, the following have been reloaded:
  1) openmpi/2.1.1

The following have been reloaded with a version change:
  1) gcccore/.5.4.0 => gcccore/.7.3.0

+ export CUDA_VISIBLE_DEVICES=0
+ CUDA_VISIBLE_DEVICES=0
+ DATASET_DIR=./data/v21/
+ SAVE_DIR=./outputs/v2_dt_e15_b16_2/
+ python3 train.py --use_dt_only --use_one_optim --n_epochs 15 --batch_size 16 --data_root ./data/v21/ --save_dir ./outputs/v2_dt_e15_b16_2/ --op_code 4
pytorch version:  1.5.0+cu101
Namespace(attention_probs_dropout_prob=0.1, batch_size=16, beam_size=1, bert_ckpt_path='./assets/bert-base-uncased-pytorch_model.bin', bert_config_path='./assets/bert_config_base_uncased.json', data_root='./data/v21/', dec_lr=0.0001, dec_warmup=0.1, decoder_teacher_forcing=1, dev_data='dev_dials.json', dev_data_path='./data/v21/dev_dials.json', dropout=0.1, enc_lr=3e-05, enc_warmup=0.1, eval_epoch=1, exclude_domain=False, forbid_duplicate_ngrams=False, forbid_ignore_word=None, hidden_dropout_prob=0.1, length_penalty=0, max_seq_length=256, min_len=1, msg=None, n_epochs=15, n_history=1, ngram_size=2, no_dial=False, not_shuffle_state=False, num_workers=0, only_pred_op=False, ontology_data='./data/v21/ontology.json', op_code='4', random_seed=42, recover_e=0, save_dir='./outputs/v2_dt_e15_b16_2/', shuffle_p=0.5, shuffle_state=True, slot_token='[SLOT]', test_data='test_dials.json', test_data_path='./data/v21/test_dials.json', train_data='train_dials.json', train_data_path='./data/v21/train_dials.json', use_cpu=False, use_dt_only=True, use_full_slot=False, use_one_optim=True, vocab_path='assets/vocab.txt', word_dropout=0.1)
### mkdir ./outputs/v2_dt_e15_b16_2/
### Device: cuda
### Random Seed: 42
{'delete': 0, 'update': 1, 'dontcare': 2, 'carryover': 3}
# test examples 7368
### decoder_teacher_forcing: 1
# train examples 54984
# dev examples 7371
### word index of '-',  1011
config.type_vocab_size != state_dict[bert.embeddings.token_type_embeddings.weight] (4 != 2)

### Done Load BERT
### Use One Optim

time 0.0 min, [1/15] [0/3437] mean_loss : 14.243, state_loss : 1.598, gen_loss : 10.868, dom_loss : 1.777
time 26.0 min, [1/15] [1900/3437] mean_loss : 2.441, state_loss : 0.149, gen_loss : 2.155, dom_loss : 0.375
time 27.4 min, [1/15] [2000/3437] mean_loss : 2.323, state_loss : 0.098, gen_loss : 2.506, dom_loss : 0.384
time 28.8 min, [1/15] [2100/3437] mean_loss : 2.294, state_loss : 0.195, gen_loss : 1.917, dom_loss : 0.406
time 30.1 min, [1/15] [2200/3437] mean_loss : 2.131, state_loss : 0.134, gen_loss : 1.849, dom_loss : 0.039
time 31.5 min, [1/15] [2300/3437] mean_loss : 2.084, state_loss : 0.161, gen_loss : 1.638, dom_loss : 0.134
time 32.9 min, [1/15] [2400/3437] mean_loss : 1.963, state_loss : 0.143, gen_loss : 1.354, dom_loss : 0.350
time 34.2 min, [1/15] [2500/3437] mean_loss : 1.867, state_loss : 0.128, gen_loss : 1.132, dom_loss : 0.103
time 35.6 min, [1/15] [2600/3437] mean_loss : 1.885, state_loss : 0.087, gen_loss : 1.402, dom_loss : 0.487
time 36.9 min, [1/15] [2700/3437] mean_loss : 1.752, state_loss : 0.084, gen_loss : 0.906, dom_loss : 0.259
time 38.3 min, [1/15] [2800/3437] mean_loss : 1.642, state_loss : 0.199, gen_loss : 1.903, dom_loss : 0.345
time 39.7 min, [1/15] [2900/3437] mean_loss : 1.595, state_loss : 0.151, gen_loss : 0.774, dom_loss : 0.095
time 41.0 min, [1/15] [3000/3437] mean_loss : 1.538, state_loss : 0.090, gen_loss : 1.644, dom_loss : 0.022
time 42.4 min, [1/15] [3100/3437] mean_loss : 1.500, state_loss : 0.130, gen_loss : 0.849, dom_loss : 0.093
time 43.8 min, [1/15] [3200/3437] mean_loss : 1.417, state_loss : 0.114, gen_loss : 1.056, dom_loss : 0.100
time 45.1 min, [1/15] [3300/3437] mean_loss : 1.402, state_loss : 0.118, gen_loss : 0.857, dom_loss : 0.332
time 46.5 min, [1/15] [3400/3437] mean_loss : 1.303, state_loss : 0.101, gen_loss : 0.962, dom_loss : 0.063

time 47.0 min, [2/15] [0/3437] mean_loss : 0.500, state_loss : 0.075, gen_loss : 0.395, dom_loss : 0.029
time 48.4 min, [2/15] [100/3437] mean_loss : 1.048, state_loss : 0.103, gen_loss : 0.623, dom_loss : 0.028
time 49.7 min, [2/15] [200/3437] mean_loss : 0.942, state_loss : 0.124, gen_loss : 0.482, dom_loss : 0.129
time 51.1 min, [2/15] [300/3437] mean_loss : 0.868, state_loss : 0.111, gen_loss : 0.867, dom_loss : 0.026
time 52.5 min, [2/15] [400/3437] mean_loss : 0.797, state_loss : 0.091, gen_loss : 0.493, dom_loss : 0.046
time 53.8 min, [2/15] [500/3437] mean_loss : 0.778, state_loss : 0.159, gen_loss : 0.545, dom_loss : 0.030
time 55.2 min, [2/15] [600/3437] mean_loss : 0.719, state_loss : 0.082, gen_loss : 0.803, dom_loss : 0.071
time 56.5 min, [2/15] [700/3437] mean_loss : 0.624, state_loss : 0.063, gen_loss : 0.178, dom_loss : 0.013
time 57.9 min, [2/15] [800/3437] mean_loss : 0.659, state_loss : 0.064, gen_loss : 0.489, dom_loss : 0.093
time 59.3 min, [2/15] [900/3437] mean_loss : 0.643, state_loss : 0.047, gen_loss : 0.566, dom_loss : 0.179
time 60.6 min, [2/15] [1000/3437] mean_loss : 0.629, state_loss : 0.061, gen_loss : 0.161, dom_loss : 0.046
time 62.0 min, [2/15] [1100/3437] mean_loss : 0.557, state_loss : 0.068, gen_loss : 0.092, dom_loss : 0.342
time 63.4 min, [2/15] [1200/3437] mean_loss : 0.554, state_loss : 0.067, gen_loss : 0.255, dom_loss : 0.113
time 64.7 min, [2/15] [1300/3437] mean_loss : 0.535, state_loss : 0.062, gen_loss : 0.680, dom_loss : 0.041
time 66.1 min, [2/15] [1400/3437] mean_loss : 0.542, state_loss : 0.069, gen_loss : 0.237, dom_loss : 0.086
time 67.5 min, [2/15] [1500/3437] mean_loss : 0.579, state_loss : 0.063, gen_loss : 0.398, dom_loss : 0.099
time 68.8 min, [2/15] [1600/3437] mean_loss : 0.588, state_loss : 0.087, gen_loss : 0.213, dom_loss : 0.654
time 70.2 min, [2/15] [1700/3437] mean_loss : 0.555, state_loss : 0.076, gen_loss : 0.179, dom_loss : 0.026
time 71.6 min, [2/15] [1800/3437] mean_loss : 0.492, state_loss : 0.057, gen_loss : 0.152, dom_loss : 0.110
time 72.9 min, [2/15] [1900/3437] mean_loss : 0.520, state_loss : 0.031, gen_loss : 0.102, dom_loss : 0.051
time 74.3 min, [2/15] [2000/3437] mean_loss : 0.494, state_loss : 0.052, gen_loss : 0.141, dom_loss : 0.015
time 75.6 min, [2/15] [2100/3437] mean_loss : 0.471, state_loss : 0.078, gen_loss : 0.189, dom_loss : 0.279
time 77.0 min, [2/15] [2200/3437] mean_loss : 0.513, state_loss : 0.045, gen_loss : 0.433, dom_loss : 0.021
time 78.4 min, [2/15] [2300/3437] mean_loss : 0.486, state_loss : 0.078, gen_loss : 0.124, dom_loss : 0.328
time 79.7 min, [2/15] [2400/3437] mean_loss : 0.454, state_loss : 0.079, gen_loss : 0.303, dom_loss : 0.022
time 81.1 min, [2/15] [2500/3437] mean_loss : 0.474, state_loss : 0.038, gen_loss : 0.258, dom_loss : 0.124
time 82.5 min, [2/15] [2600/3437] mean_loss : 0.483, state_loss : 0.040, gen_loss : 0.072, dom_loss : 0.050
time 83.9 min, [2/15] [2700/3437] mean_loss : 0.440, state_loss : 0.043, gen_loss : 0.215, dom_loss : 0.727
time 85.2 min, [2/15] [2800/3437] mean_loss : 0.446, state_loss : 0.026, gen_loss : 0.108, dom_loss : 0.060
time 86.6 min, [2/15] [2900/3437] mean_loss : 0.445, state_loss : 0.035, gen_loss : 0.139, dom_loss : 0.149
time 87.9 min, [2/15] [3000/3437] mean_loss : 0.436, state_loss : 0.073, gen_loss : 0.273, dom_loss : 0.422
time 89.3 min, [2/15] [3100/3437] mean_loss : 0.426, state_loss : 0.037, gen_loss : 0.218, dom_loss : 0.012
time 90.7 min, [2/15] [3200/3437] mean_loss : 0.422, state_loss : 0.042, gen_loss : 0.346, dom_loss : 0.011
time 92.0 min, [2/15] [3300/3437] mean_loss : 0.424, state_loss : 0.059, gen_loss : 0.165, dom_loss : 0.092
time 93.4 min, [2/15] [3400/3437] mean_loss : 0.403, state_loss : 0.064, gen_loss : 0.656, dom_loss : 0.015

time 93.9 min, [3/15] [0/3437] mean_loss : 0.559, state_loss : 0.053, gen_loss : 0.427, dom_loss : 0.078
time 95.3 min, [3/15] [100/3437] mean_loss : 0.412, state_loss : 0.036, gen_loss : 0.089, dom_loss : 0.014
time 96.7 min, [3/15] [200/3437] mean_loss : 0.367, state_loss : 0.037, gen_loss : 0.113, dom_loss : 0.044
time 98.0 min, [3/15] [300/3437] mean_loss : 0.419, state_loss : 0.046, gen_loss : 0.156, dom_loss : 0.252
time 99.4 min, [3/15] [400/3437] mean_loss : 0.407, state_loss : 0.066, gen_loss : 0.401, dom_loss : 0.031
time 100.8 min, [3/15] [500/3437] mean_loss : 0.361, state_loss : 0.060, gen_loss : 0.130, dom_loss : 0.122
time 102.1 min, [3/15] [600/3437] mean_loss : 0.299, state_loss : 0.023, gen_loss : 0.088, dom_loss : 0.007
time 103.5 min, [3/15] [700/3437] mean_loss : 0.339, state_loss : 0.017, gen_loss : 0.033, dom_loss : 0.005
time 104.8 min, [3/15] [800/3437] mean_loss : 0.365, state_loss : 0.020, gen_loss : 0.108, dom_loss : 0.332
time 106.2 min, [3/15] [900/3437] mean_loss : 0.361, state_loss : 0.046, gen_loss : 0.104, dom_loss : 0.180
time 107.6 min, [3/15] [1000/3437] mean_loss : 0.368, state_loss : 0.036, gen_loss : 0.052, dom_loss : 0.181
time 109.0 min, [3/15] [1100/3437] mean_loss : 0.362, state_loss : 0.054, gen_loss : 0.021, dom_loss : 0.010
time 110.3 min, [3/15] [1200/3437] mean_loss : 0.382, state_loss : 0.037, gen_loss : 0.056, dom_loss : 0.026
time 111.7 min, [3/15] [1300/3437] mean_loss : 0.295, state_loss : 0.022, gen_loss : 0.018, dom_loss : 0.018
time 113.0 min, [3/15] [1400/3437] mean_loss : 0.355, state_loss : 0.043, gen_loss : 0.032, dom_loss : 0.073
time 114.4 min, [3/15] [1500/3437] mean_loss : 0.338, state_loss : 0.022, gen_loss : 0.052, dom_loss : 0.014
time 115.8 min, [3/15] [1600/3437] mean_loss : 0.304, state_loss : 0.041, gen_loss : 0.166, dom_loss : 0.006
time 117.1 min, [3/15] [1700/3437] mean_loss : 0.379, state_loss : 0.039, gen_loss : 0.284, dom_loss : 0.036
time 118.5 min, [3/15] [1800/3437] mean_loss : 0.345, state_loss : 0.046, gen_loss : 0.056, dom_loss : 0.150
time 119.8 min, [3/15] [1900/3437] mean_loss : 0.340, state_loss : 0.099, gen_loss : 0.332, dom_loss : 0.368
time 121.2 min, [3/15] [2000/3437] mean_loss : 0.357, state_loss : 0.043, gen_loss : 0.037, dom_loss : 0.020
time 122.6 min, [3/15] [2100/3437] mean_loss : 0.413, state_loss : 0.026, gen_loss : 0.350, dom_loss : 0.138
time 124.0 min, [3/15] [2200/3437] mean_loss : 0.356, state_loss : 0.035, gen_loss : 0.360, dom_loss : 0.035
time 125.3 min, [3/15] [2300/3437] mean_loss : 0.377, state_loss : 0.019, gen_loss : 0.179, dom_loss : 0.025
time 126.7 min, [3/15] [2400/3437] mean_loss : 0.325, state_loss : 0.039, gen_loss : 0.064, dom_loss : 0.013
time 128.0 min, [3/15] [2500/3437] mean_loss : 0.392, state_loss : 0.040, gen_loss : 0.255, dom_loss : 0.006
time 129.4 min, [3/15] [2600/3437] mean_loss : 0.367, state_loss : 0.064, gen_loss : 0.048, dom_loss : 0.244
time 130.8 min, [3/15] [2700/3437] mean_loss : 0.382, state_loss : 0.036, gen_loss : 0.063, dom_loss : 0.049
time 132.1 min, [3/15] [2800/3437] mean_loss : 0.342, state_loss : 0.053, gen_loss : 0.331, dom_loss : 0.011
time 133.5 min, [3/15] [2900/3437] mean_loss : 0.380, state_loss : 0.048, gen_loss : 0.462, dom_loss : 0.088
time 134.9 min, [3/15] [3000/3437] mean_loss : 0.330, state_loss : 0.032, gen_loss : 0.019, dom_loss : 0.012
time 136.3 min, [3/15] [3100/3437] mean_loss : 0.345, state_loss : 0.059, gen_loss : 0.283, dom_loss : 0.103
time 137.6 min, [3/15] [3200/3437] mean_loss : 0.356, state_loss : 0.048, gen_loss : 0.053, dom_loss : 0.013
time 139.0 min, [3/15] [3300/3437] mean_loss : 0.325, state_loss : 0.038, gen_loss : 0.029, dom_loss : 0.011
time 140.3 min, [3/15] [3400/3437] mean_loss : 0.335, state_loss : 0.041, gen_loss : 0.067, dom_loss : 0.176

time 140.9 min, [4/15] [0/3437] mean_loss : 0.233, state_loss : 0.049, gen_loss : 0.143, dom_loss : 0.041
time 142.2 min, [4/15] [100/3437] mean_loss : 0.283, state_loss : 0.062, gen_loss : 0.156, dom_loss : 0.104
time 143.6 min, [4/15] [200/3437] mean_loss : 0.341, state_loss : 0.031, gen_loss : 0.342, dom_loss : 0.011
time 145.0 min, [4/15] [300/3437] mean_loss : 0.317, state_loss : 0.034, gen_loss : 0.020, dom_loss : 0.098
time 146.3 min, [4/15] [400/3437] mean_loss : 0.306, state_loss : 0.060, gen_loss : 0.201, dom_loss : 0.021
time 147.7 min, [4/15] [500/3437] mean_loss : 0.252, state_loss : 0.059, gen_loss : 0.220, dom_loss : 0.057
time 149.1 min, [4/15] [600/3437] mean_loss : 0.314, state_loss : 0.047, gen_loss : 0.149, dom_loss : 0.012
time 150.4 min, [4/15] [700/3437] mean_loss : 0.257, state_loss : 0.039, gen_loss : 0.151, dom_loss : 0.013
time 151.8 min, [4/15] [800/3437] mean_loss : 0.312, state_loss : 0.037, gen_loss : 0.156, dom_loss : 0.136
time 153.2 min, [4/15] [900/3437] mean_loss : 0.293, state_loss : 0.080, gen_loss : 0.116, dom_loss : 0.506
time 154.5 min, [4/15] [1000/3437] mean_loss : 0.293, state_loss : 0.025, gen_loss : 0.086, dom_loss : 0.117
time 155.9 min, [4/15] [1100/3437] mean_loss : 0.287, state_loss : 0.070, gen_loss : 0.088, dom_loss : 0.037
time 157.3 min, [4/15] [1200/3437] mean_loss : 0.252, state_loss : 0.021, gen_loss : 0.013, dom_loss : 0.005
time 158.6 min, [4/15] [1300/3437] mean_loss : 0.322, state_loss : 0.047, gen_loss : 0.281, dom_loss : 0.476
time 160.0 min, [4/15] [1400/3437] mean_loss : 0.308, state_loss : 0.028, gen_loss : 0.168, dom_loss : 0.137
time 161.4 min, [4/15] [1500/3437] mean_loss : 0.294, state_loss : 0.049, gen_loss : 0.173, dom_loss : 0.183
time 162.7 min, [4/15] [1600/3437] mean_loss : 0.289, state_loss : 0.055, gen_loss : 0.165, dom_loss : 0.011
time 164.1 min, [4/15] [1700/3437] mean_loss : 0.250, state_loss : 0.040, gen_loss : 0.012, dom_loss : 0.006
time 165.5 min, [4/15] [1800/3437] mean_loss : 0.285, state_loss : 0.029, gen_loss : 0.021, dom_loss : 0.107
time 166.8 min, [4/15] [1900/3437] mean_loss : 0.291, state_loss : 0.022, gen_loss : 0.081, dom_loss : 0.011
time 168.2 min, [4/15] [2000/3437] mean_loss : 0.319, state_loss : 0.015, gen_loss : 0.193, dom_loss : 0.011
time 169.6 min, [4/15] [2100/3437] mean_loss : 0.296, state_loss : 0.052, gen_loss : 0.449, dom_loss : 0.008
time 170.9 min, [4/15] [2200/3437] mean_loss : 0.285, state_loss : 0.027, gen_loss : 0.068, dom_loss : 0.098
time 172.3 min, [4/15] [2300/3437] mean_loss : 0.317, state_loss : 0.044, gen_loss : 0.284, dom_loss : 0.084
time 173.7 min, [4/15] [2400/3437] mean_loss : 0.308, state_loss : 0.087, gen_loss : 0.082, dom_loss : 0.011
time 175.1 min, [4/15] [2500/3437] mean_loss : 0.294, state_loss : 0.030, gen_loss : 0.273, dom_loss : 0.012
time 176.4 min, [4/15] [2600/3437] mean_loss : 0.293, state_loss : 0.035, gen_loss : 0.301, dom_loss : 0.197
time 177.8 min, [4/15] [2700/3437] mean_loss : 0.295, state_loss : 0.038, gen_loss : 0.028, dom_loss : 0.213
time 179.1 min, [4/15] [2800/3437] mean_loss : 0.322, state_loss : 0.041, gen_loss : 0.193, dom_loss : 0.124
time 180.5 min, [4/15] [2900/3437] mean_loss : 0.263, state_loss : 0.041, gen_loss : 0.216, dom_loss : 0.379
time 181.9 min, [4/15] [3000/3437] mean_loss : 0.250, state_loss : 0.038, gen_loss : 0.144, dom_loss : 0.009
time 183.2 min, [4/15] [3100/3437] mean_loss : 0.314, state_loss : 0.035, gen_loss : 0.314, dom_loss : 0.133
time 184.6 min, [4/15] [3200/3437] mean_loss : 0.287, state_loss : 0.038, gen_loss : 0.030, dom_loss : 0.077
time 186.0 min, [4/15] [3300/3437] mean_loss : 0.302, state_loss : 0.034, gen_loss : 0.129, dom_loss : 0.037
time 187.3 min, [4/15] [3400/3437] mean_loss : 0.297, state_loss : 0.027, gen_loss : 0.137, dom_loss : 0.206

time 187.9 min, [5/15] [0/3437] mean_loss : 0.096, state_loss : 0.021, gen_loss : 0.061, dom_loss : 0.014
time 189.2 min, [5/15] [100/3437] mean_loss : 0.259, state_loss : 0.021, gen_loss : 0.065, dom_loss : 0.052
time 190.6 min, [5/15] [200/3437] mean_loss : 0.279, state_loss : 0.007, gen_loss : 0.010, dom_loss : 0.009
time 192.0 min, [5/15] [300/3437] mean_loss : 0.244, state_loss : 0.030, gen_loss : 0.063, dom_loss : 0.009
time 193.3 min, [5/15] [400/3437] mean_loss : 0.260, state_loss : 0.031, gen_loss : 0.009, dom_loss : 0.006
time 194.7 min, [5/15] [500/3437] mean_loss : 0.290, state_loss : 0.023, gen_loss : 0.246, dom_loss : 0.075
time 196.1 min, [5/15] [600/3437] mean_loss : 0.266, state_loss : 0.020, gen_loss : 0.048, dom_loss : 0.006
time 197.4 min, [5/15] [700/3437] mean_loss : 0.224, state_loss : 0.065, gen_loss : 0.069, dom_loss : 0.051
time 198.8 min, [5/15] [800/3437] mean_loss : 0.242, state_loss : 0.038, gen_loss : 0.175, dom_loss : 0.006
time 200.2 min, [5/15] [900/3437] mean_loss : 0.263, state_loss : 0.028, gen_loss : 0.376, dom_loss : 0.113
time 201.5 min, [5/15] [1000/3437] mean_loss : 0.262, state_loss : 0.037, gen_loss : 0.213, dom_loss : 0.064
time 202.9 min, [5/15] [1100/3437] mean_loss : 0.250, state_loss : 0.016, gen_loss : 0.162, dom_loss : 0.033
time 204.3 min, [5/15] [1200/3437] mean_loss : 0.276, state_loss : 0.049, gen_loss : 0.347, dom_loss : 0.010
time 205.6 min, [5/15] [1300/3437] mean_loss : 0.297, state_loss : 0.031, gen_loss : 0.136, dom_loss : 0.007
time 207.0 min, [5/15] [1400/3437] mean_loss : 0.264, state_loss : 0.030, gen_loss : 0.187, dom_loss : 0.010
time 208.4 min, [5/15] [1500/3437] mean_loss : 0.244, state_loss : 0.010, gen_loss : 0.091, dom_loss : 0.027
time 209.7 min, [5/15] [1600/3437] mean_loss : 0.234, state_loss : 0.090, gen_loss : 0.128, dom_loss : 0.398
time 211.1 min, [5/15] [1700/3437] mean_loss : 0.217, state_loss : 0.029, gen_loss : 0.144, dom_loss : 0.037
time 212.5 min, [5/15] [1800/3437] mean_loss : 0.229, state_loss : 0.047, gen_loss : 0.324, dom_loss : 0.008
time 213.8 min, [5/15] [1900/3437] mean_loss : 0.283, state_loss : 0.037, gen_loss : 0.092, dom_loss : 0.216
time 215.2 min, [5/15] [2000/3437] mean_loss : 0.258, state_loss : 0.021, gen_loss : 0.249, dom_loss : 0.005
time 216.6 min, [5/15] [2100/3437] mean_loss : 0.273, state_loss : 0.045, gen_loss : 0.212, dom_loss : 0.018
time 217.9 min, [5/15] [2200/3437] mean_loss : 0.239, state_loss : 0.028, gen_loss : 0.017, dom_loss : 0.007
time 219.3 min, [5/15] [2300/3437] mean_loss : 0.275, state_loss : 0.023, gen_loss : 0.026, dom_loss : 0.041
time 220.7 min, [5/15] [2400/3437] mean_loss : 0.255, state_loss : 0.041, gen_loss : 0.254, dom_loss : 0.005
time 222.0 min, [5/15] [2500/3437] mean_loss : 0.244, state_loss : 0.027, gen_loss : 0.185, dom_loss : 0.006
time 223.4 min, [5/15] [2600/3437] mean_loss : 0.266, state_loss : 0.044, gen_loss : 0.075, dom_loss : 0.009
time 224.8 min, [5/15] [2700/3437] mean_loss : 0.231, state_loss : 0.022, gen_loss : 0.046, dom_loss : 0.005
time 226.1 min, [5/15] [2800/3437] mean_loss : 0.280, state_loss : 0.069, gen_loss : 0.034, dom_loss : 0.433
time 227.5 min, [5/15] [2900/3437] mean_loss : 0.262, state_loss : 0.031, gen_loss : 0.235, dom_loss : 0.132
time 228.9 min, [5/15] [3000/3437] mean_loss : 0.271, state_loss : 0.012, gen_loss : 0.017, dom_loss : 0.004
time 230.2 min, [5/15] [3100/3437] mean_loss : 0.225, state_loss : 0.067, gen_loss : 0.181, dom_loss : 0.158
time 231.6 min, [5/15] [3200/3437] mean_loss : 0.260, state_loss : 0.090, gen_loss : 0.151, dom_loss : 0.243
time 233.0 min, [5/15] [3300/3437] mean_loss : 0.280, state_loss : 0.041, gen_loss : 0.094, dom_loss : 0.013
time 234.3 min, [5/15] [3400/3437] mean_loss : 0.268, state_loss : 0.023, gen_loss : 0.030, dom_loss : 0.057

time 234.9 min, [6/15] [0/3437] mean_loss : 0.681, state_loss : 0.010, gen_loss : 0.457, dom_loss : 0.214
time 236.2 min, [6/15] [100/3437] mean_loss : 0.219, state_loss : 0.042, gen_loss : 0.091, dom_loss : 0.026
time 237.6 min, [6/15] [200/3437] mean_loss : 0.241, state_loss : 0.022, gen_loss : 0.029, dom_loss : 0.008
time 239.0 min, [6/15] [300/3437] mean_loss : 0.213, state_loss : 0.038, gen_loss : 0.170, dom_loss : 0.138
time 240.3 min, [6/15] [400/3437] mean_loss : 0.214, state_loss : 0.049, gen_loss : 0.510, dom_loss : 0.063
time 241.7 min, [6/15] [500/3437] mean_loss : 0.190, state_loss : 0.023, gen_loss : 0.071, dom_loss : 0.119
time 243.1 min, [6/15] [600/3437] mean_loss : 0.249, state_loss : 0.034, gen_loss : 0.248, dom_loss : 0.296
time 244.4 min, [6/15] [700/3437] mean_loss : 0.193, state_loss : 0.051, gen_loss : 0.071, dom_loss : 0.010
time 245.8 min, [6/15] [800/3437] mean_loss : 0.211, state_loss : 0.017, gen_loss : 0.054, dom_loss : 0.004
time 247.2 min, [6/15] [900/3437] mean_loss : 0.197, state_loss : 0.045, gen_loss : 0.006, dom_loss : 0.013
time 248.5 min, [6/15] [1000/3437] mean_loss : 0.228, state_loss : 0.011, gen_loss : 0.070, dom_loss : 0.006
